Date,Open,High,Low,Close,Adj Close,Volume
2008-01-01,1.670400,1.674100,1.664200,1.667000,1.667000,0
2008-01-02,1.666900,1.675200,1.660200,1.664700,1.664700,0
2008-01-03,1.664500,1.679300,1.664300,1.671200,1.671200,0
2008-01-04,1.671400,1.695200,1.666900,1.683900,1.683900,0
2008-01-07,1.689400,1.694000,1.676800,1.683600,1.683600,0
2008-01-08,1.684430,1.684430,1.663800,1.671800,1.671800,0
2008-01-09,1.672400,1.673740,1.657100,1.659400,1.659400,0
2008-01-10,1.659300,1.665750,1.648100,1.654000,1.654000,0
2008-01-11,1.654650,1.660000,1.648100,1.656500,1.656500,0
2008-01-14,1.657500,1.660450,1.650900,1.654100,1.654100,0
2008-01-15,1.654600,1.682600,1.648000,1.674300,1.674300,0
2008-01-16,1.673400,1.688500,1.660200,1.666900,1.666900,0
2008-01-17,1.666000,1.677300,1.651800,1.676800,1.676800,0
2008-01-18,1.676700,1.679100,1.658100,1.660500,1.660500,0
2008-01-21,null,null,null,null,null,null
2008-01-22,1.658550,1.693400,1.658200,1.678400,1.678400,0
2008-01-23,1.678400,1.694250,1.671900,1.675600,1.675600,0
2008-01-24,1.675600,1.680800,1.670000,1.673200,1.673200,0
2008-01-25,1.673200,1.675400,1.662500,1.663900,1.663900,0
2008-01-28,1.667800,1.677400,1.661600,1.663600,1.663600,0
2008-01-29,1.663800,1.665300,1.657900,1.662100,1.662100,0
2008-01-30,1.662200,1.678000,1.655000,1.674900,1.674900,0
2008-01-31,1.674500,1.675200,1.653100,1.659300,1.659300,0
2008-02-01,1.660000,1.661100,1.635200,1.636300,1.636300,0
2008-02-04,1.639200,1.640000,1.627300,1.632900,1.632900,0
2008-02-05,1.633000,1.637000,1.621400,1.633200,1.633200,0
2008-02-06,1.633100,1.638700,1.627600,1.637300,1.637300,0
2008-02-07,1.638000,1.642900,1.613700,1.617200,1.617200,0
2008-02-08,1.617300,1.624100,1.613200,1.621500,1.621500,0
2008-02-11,1.618700,1.620000,1.602600,1.603900,1.603900,0
2008-02-12,1.603800,1.616100,1.599800,1.613300,1.613300,0
2008-02-13,1.613200,1.632000,1.609600,1.623000,1.623000,0
2008-02-14,1.622100,1.625000,1.610800,1.622800,1.622800,0
2008-02-15,1.623100,1.624200,1.613100,1.617400,1.617400,0
2008-02-18,1.613200,1.613400,1.597900,1.597600,1.597600,0
2008-02-19,1.597200,1.603400,1.592400,1.598200,1.598200,0
2008-02-20,1.598300,1.610400,1.598300,1.600200,1.600200,0
2008-02-21,1.600600,1.613500,1.600000,1.610600,1.610600,0
2008-02-22,1.610700,1.612100,1.602600,1.610200,1.610200,0
2008-02-25,1.607600,1.608200,1.597200,1.597900,1.597900,0
2008-02-26,1.598300,1.608700,1.594300,1.605000,1.605000,0
2008-02-27,1.605300,1.611000,1.598800,1.605000,1.605000,0
2008-02-28,1.604200,1.609600,1.599500,1.606800,1.606800,0
2008-02-29,1.607000,1.633900,1.601600,1.633900,1.633900,0
2008-03-03,1.630800,1.634600,1.611600,1.617400,1.617400,0
2008-03-04,1.617800,1.648500,1.617100,1.640700,1.640700,0
2008-03-05,1.640700,1.644100,1.630100,1.634900,1.634900,0
2008-03-06,1.634900,1.663000,1.631900,1.655100,1.655100,0
2008-03-07,1.655100,1.657000,1.642500,1.656400,1.656400,0
2008-03-10,1.656200,1.677000,1.651300,1.674700,1.674700,0
2008-03-11,1.675000,1.677300,1.647000,1.652300,1.652300,0
2008-03-12,1.653000,1.669000,1.647200,1.660000,1.660000,0
2008-03-13,1.659900,1.668100,1.646600,1.651900,1.651900,0
2008-03-14,1.651900,1.674000,1.648600,1.663500,1.663500,0
2008-03-17,1.669000,1.725100,1.668600,1.709600,1.709600,0
2008-03-18,1.710000,1.716700,1.675100,1.682700,1.682700,0
2008-03-19,1.683000,1.714800,1.678700,1.711500,1.711500,0
2008-03-20,1.710900,1.721000,1.701500,1.713400,1.713400,0
2008-03-21,1.713400,1.749800,1.707700,1.749800,1.749800,0
2008-03-24,1.710800,1.712300,1.693100,1.695900,1.695900,0
2008-03-25,1.696500,1.710300,1.695000,1.702800,1.702800,0
2008-03-26,1.702800,1.725600,1.701600,1.719700,1.719700,0
2008-03-27,1.719300,1.724700,1.705600,1.716800,1.716800,0
2008-03-28,1.716600,1.724400,1.708500,1.718900,1.718900,0
2008-03-31,1.722900,1.742000,1.719400,1.724500,1.724500,0
2008-04-01,null,null,null,null,null,null
2008-04-02,1.721000,1.721400,1.708600,1.714200,1.714200,0
2008-04-03,1.714800,1.715000,1.698500,1.710200,1.710200,0
2008-04-04,1.709700,1.719200,1.701800,1.707100,1.707100,0
2008-04-07,1.704400,1.707700,1.692100,1.696600,1.696600,0
2008-04-08,1.696800,1.704400,1.683900,1.685200,1.685200,0
2008-04-09,1.684800,1.706100,1.683100,1.701600,1.701600,0
2008-04-10,1.701400,1.704000,1.686200,1.688500,1.688500,0
2008-04-11,1.688400,1.704900,1.687600,1.703300,1.703300,0
2008-04-14,1.697800,1.717400,1.697800,1.707900,1.707900,0
2008-04-15,1.708100,1.714100,1.700800,1.705100,1.705100,0
2008-04-16,1.705200,1.711400,1.696200,1.697600,1.697600,0
2008-04-17,1.697600,1.702700,1.692900,1.696300,1.696300,0
2008-04-18,1.695800,1.699100,1.685100,1.685100,1.685100,0
2008-04-21,1.692100,1.694400,1.678500,1.686300,1.686300,0
2008-04-22,1.686000,1.694000,1.683000,1.689900,1.689900,0
2008-04-23,1.689300,1.689600,1.672600,1.675300,1.675300,0
2008-04-24,1.675200,1.677200,1.662000,1.671300,1.671300,0
2008-04-25,1.671100,1.678300,1.665600,1.675700,1.675700,0
2008-04-28,1.669800,1.672500,1.662700,1.667400,1.667400,0
2008-04-29,1.667500,1.675400,1.664100,1.668500,1.668500,0
2008-04-30,1.667900,1.672100,1.649100,1.655200,1.655200,0
2008-05-01,null,null,null,null,null,null
2008-05-02,1.657000,1.664500,1.642800,1.646900,1.646900,0
2008-05-05,1.651600,1.652700,1.633900,1.637900,1.637900,0
2008-05-06,1.637500,1.644900,1.632600,1.634700,1.634700,0
2008-05-07,1.634900,1.637500,1.627700,1.635000,1.635000,0
2008-05-08,1.635400,1.639900,1.626000,1.631200,1.631200,0
2008-05-09,1.631700,1.647000,1.629400,1.642800,1.642800,0
2008-05-12,1.644800,1.647400,1.634100,1.641500,1.641500,0
2008-05-13,1.641100,1.646700,1.635800,1.643400,1.643400,0
2008-05-14,1.643800,1.661100,1.640200,1.661000,1.661000,0
2008-05-15,1.661100,1.663000,1.641100,1.642400,1.642400,0
2008-05-16,1.642200,1.644400,1.626800,1.631300,1.631300,0
2008-05-19,1.632000,1.635700,1.624700,1.628100,1.628100,0
2008-05-20,1.628300,1.635800,1.618100,1.633800,1.633800,0
2008-05-21,1.633700,1.641000,1.629200,1.640400,1.640400,0
2008-05-22,1.640400,1.646300,1.634100,1.643100,1.643100,0
2008-05-23,1.642900,1.644900,1.634500,1.642800,1.642800,0
2008-05-26,1.643500,1.645200,1.638400,1.641500,1.641500,0
2008-05-27,1.641400,1.643300,1.634000,1.636400,1.636400,0
2008-05-28,1.636300,1.638900,1.623000,1.626500,1.626500,0
2008-05-29,1.626100,1.629100,1.618600,1.621400,1.621400,0
2008-05-30,1.621400,1.630600,1.619000,1.625000,1.625000,0
2008-06-02,1.630000,1.632300,1.620100,1.628400,1.628400,0
2008-06-03,1.628000,1.630400,1.617500,1.624000,1.624000,0
2008-06-04,1.623800,1.628000,1.604600,1.612500,1.612500,0
2008-06-05,1.612600,1.627400,1.607400,1.625500,1.625500,0
2008-06-06,1.625400,1.639300,1.621200,1.639000,1.639000,0
2008-06-09,1.640100,1.651500,1.637900,1.644400,1.644400,0
2008-06-10,1.644700,1.645200,1.630200,1.633900,1.633900,0
2008-06-11,1.633600,1.643500,1.632800,1.641500,1.641500,0
2008-06-12,1.641800,1.652300,1.638000,1.648800,1.648800,0
2008-06-13,1.648300,1.649100,1.633400,1.635300,1.635300,0
2008-06-16,1.638700,1.648200,1.636600,1.643100,1.643100,0
2008-06-17,1.643100,1.650300,1.640600,1.642600,1.642600,0
2008-06-18,1.643000,1.647600,1.638600,1.642100,1.642100,0
2008-06-19,1.641900,1.646900,1.627100,1.632300,1.632300,0
2008-06-20,1.632300,1.639000,1.629400,1.637900,1.637900,0
2008-06-23,1.635800,1.637000,1.627900,1.630700,1.630700,0
2008-06-24,1.630700,1.632000,1.625600,1.626300,1.626300,0
2008-06-25,1.626000,1.635000,1.625400,1.634100,1.634100,0
2008-06-26,1.634100,1.649600,1.631200,1.647800,1.647800,0
2008-06-27,1.647800,1.650000,1.634100,1.638200,1.638200,0
2008-06-30,1.641700,1.646600,1.634700,1.643600,1.643600,0
2008-07-01,null,null,null,null,null,null
2008-07-02,1.653700,1.658000,1.643900,1.649400,1.649400,0
2008-07-03,1.649600,1.653400,1.633000,1.634800,1.634800,0
2008-07-04,1.634600,1.635700,1.625500,1.630500,1.630500,0
2008-07-07,1.630300,1.647100,1.625500,1.644400,1.644400,0
2008-07-08,1.644600,1.649700,1.639800,1.642800,1.642800,0
2008-07-09,1.642500,1.653200,1.639700,1.646800,1.646800,0
2008-07-10,1.646700,1.647600,1.632900,1.641600,1.641600,0
2008-07-11,1.641500,1.649500,1.639000,1.648500,1.648500,0
2008-07-14,1.643500,1.645400,1.633300,1.635900,1.635900,0
2008-07-15,1.635800,1.636300,1.621600,1.623500,1.623500,0
2008-07-16,1.623800,1.630500,1.620300,1.623200,1.623200,0
2008-07-17,1.623100,1.633200,1.621400,1.629400,1.629400,0
2008-07-18,1.629300,1.633100,1.625800,1.629800,1.629800,0
2008-07-21,1.630700,1.630800,1.623500,1.629200,1.629200,0
2008-07-22,1.629200,1.632700,1.623400,1.624700,1.624700,0
2008-07-23,1.624600,1.633900,1.622000,1.632400,1.632400,0
2008-07-24,1.632200,1.639900,1.628100,1.634600,1.634600,0
2008-07-25,1.634800,1.643800,1.634400,1.639000,1.639000,0
2008-07-28,1.643300,1.647300,1.639100,1.644200,1.644200,0
2008-07-29,1.644100,1.647100,1.635400,1.636400,1.636400,0
2008-07-30,1.636900,1.652700,1.636200,1.649900,1.649900,0
2008-07-31,1.650000,1.660700,1.648400,1.657600,1.657600,0
2008-08-01,1.657000,1.675200,1.657000,1.669900,1.669900,0
2008-08-04,1.672900,1.676800,1.668400,1.676000,1.676000,0
2008-08-05,1.676100,1.691700,1.672800,1.686500,1.686500,0
2008-08-06,1.686200,1.698000,1.684200,1.692300,1.692300,0
2008-08-07,1.691800,1.699100,1.686900,1.690200,1.690200,0
2008-08-08,1.690200,1.703900,1.683600,1.687400,1.687400,0
2008-08-11,1.687200,1.692200,1.682000,1.687600,1.687600,0
2008-08-12,1.687100,1.714200,1.686600,1.713600,1.713600,0
2008-08-13,1.713800,1.735000,1.702800,1.713300,1.713300,0
2008-08-14,1.713100,1.713900,1.696800,1.705600,1.705600,0
2008-08-15,1.705600,1.711700,1.689700,1.693300,1.693300,0
2008-08-18,1.694200,1.695000,1.683000,1.691800,1.691800,0
2008-08-19,1.691900,1.697400,1.688700,1.693100,1.693100,0
2008-08-20,1.692800,1.695200,1.686200,1.689800,1.689800,0
2008-08-21,1.690000,1.704600,1.688600,1.694400,1.694400,0
2008-08-22,1.694700,1.710500,1.690300,1.704700,1.704700,0
2008-08-25,1.702000,1.718100,1.699600,1.712800,1.712800,0
2008-08-26,1.710800,1.716100,1.708400,1.711600,1.711600,0
2008-08-27,1.711900,1.718500,1.706700,1.715200,1.715200,0
2008-08-28,1.715000,1.716300,1.699800,1.703300,1.703300,0
2008-08-29,1.703400,1.713900,1.701400,1.713200,1.713200,0
2008-09-01,1.714500,1.721100,1.711100,1.717000,1.717000,0
2008-09-02,1.717300,1.748300,1.708600,1.735000,1.735000,0
2008-09-03,1.735500,1.752200,1.724200,1.735300,1.735300,0
2008-09-04,1.735200,1.754700,1.724600,1.745300,1.745300,0
2008-09-05,1.742100,1.769100,1.737300,1.759900,1.759900,0
2008-09-08,1.731200,1.743600,1.721100,1.731800,1.731800,0
2008-09-09,1.731200,1.766700,1.730000,1.757300,1.757300,0
2008-09-10,1.756900,1.763100,1.739200,1.751000,1.751000,0
2008-09-11,1.751600,1.758700,1.732600,1.745100,1.745100,0
2008-09-12,1.745000,1.746800,1.716400,1.718800,1.718800,0
2008-09-15,1.745900,1.790900,1.740300,1.789800,1.789800,0
2008-09-16,1.790100,1.814400,1.760100,1.776700,1.776700,0
2008-09-17,1.775700,1.825000,1.760100,1.812800,1.812800,0
2008-09-18,1.813100,1.819600,1.780900,1.783200,1.783200,0
2008-09-19,1.782500,1.783900,1.729500,1.729500,1.729500,0
2008-09-22,1.741900,1.754500,1.732800,1.750100,1.750100,0
2008-09-23,1.749800,1.765700,1.744800,1.748400,1.748400,0
2008-09-24,1.749600,1.763800,1.746400,1.754500,1.754500,0
2008-09-25,1.754800,1.759800,1.746400,1.749500,1.749500,0
2008-09-26,1.749000,1.767400,1.748600,1.759900,1.759900,0
2008-09-29,1.753100,1.808900,1.744100,1.802900,1.802900,0
2008-09-30,1.803400,1.805500,1.763800,1.778200,1.778200,0
2008-10-01,1.778100,1.781000,1.762900,1.769200,1.769200,0
2008-10-02,1.769000,1.790200,1.762300,1.784200,1.784200,0
2008-10-03,1.784800,1.788400,1.767500,1.772700,1.772700,0
2008-10-06,1.772400,1.922700,1.772100,1.873200,1.873200,0
2008-10-07,1.872800,1.928400,1.853600,1.912800,1.912800,0
2008-10-08,1.912800,2.097500,1.903500,2.041900,2.041900,0
2008-10-09,2.039000,2.042400,1.921400,1.991000,1.991000,0
2008-10-10,1.990700,2.099900,1.988400,2.081300,2.081300,0
2008-10-13,2.001100,2.057700,1.931700,1.933700,1.933700,0
2008-10-14,1.933600,1.960300,1.899500,1.942300,1.942300,0
2008-10-15,1.940200,2.068200,1.934200,2.049200,2.049200,0
2008-10-16,2.047900,2.056400,1.940500,1.969900,1.969900,0
2008-10-17,1.968200,1.995000,1.923900,1.944200,1.944200,0
2008-10-20,1.943500,1.945400,1.890800,1.897100,1.897100,0
2008-10-21,1.897600,1.946500,1.895600,1.926400,1.926400,0
2008-10-22,1.926000,1.936400,1.897700,1.920400,1.920400,0
2008-10-23,1.920600,1.966500,1.904400,1.929300,1.929300,0
2008-10-24,1.929100,2.070100,1.922700,2.037500,2.037500,0
2008-10-27,2.037700,2.080500,2.018100,2.058700,2.058700,0
2008-10-28,2.057500,2.057500,1.958600,1.969700,1.969700,0
2008-10-29,1.970000,1.995000,1.907000,1.930400,1.930400,0
2008-10-30,1.930800,1.953000,1.890700,1.920700,1.920700,0
2008-10-31,1.921000,1.935000,1.898500,1.898500,1.898500,0
2008-11-03,1.902300,1.921200,1.854200,1.867400,1.867400,0
