Date,Open,High,Low,Close,Adj Close,Volume
2008-01-02,2111.250000,2117.000000,2056.500000,2070.000000,2070.000000,390997
2008-01-03,2071.250000,2082.000000,2056.750000,2076.250000,2076.250000,291493
2008-01-04,2075.500000,2082.750000,1976.750000,1985.000000,1985.000000,524481
2008-01-07,1984.750000,1995.500000,1943.750000,1975.250000,1975.250000,581477
2008-01-08,1974.250000,1998.500000,1921.750000,1928.500000,1928.500000,592711
2008-01-09,1928.000000,1964.750000,1903.000000,1956.500000,1956.500000,665797
2008-01-10,1956.500000,1982.000000,1937.000000,1960.750000,1960.750000,639029
2008-01-11,1960.000000,1963.000000,1912.250000,1925.500000,1925.500000,488354
2008-01-14,1927.500000,1964.750000,1906.000000,1955.000000,1955.000000,378134
2008-01-15,1957.250000,1959.500000,1895.750000,1912.000000,1912.000000,540891
2008-01-16,1880.000000,1919.250000,1859.250000,1881.000000,1881.000000,707613
2008-01-17,1883.000000,1905.000000,1848.750000,1856.000000,1856.000000,645261
2008-01-18,1858.250000,1887.000000,1839.000000,1849.500000,1849.500000,644551
2008-01-22,1851.500000,1858.250000,1744.500000,1801.000000,1801.000000,751476
2008-01-23,1809.500000,1812.000000,1698.250000,1807.500000,1807.500000,888037
2008-01-24,1805.250000,1838.000000,1798.500000,1837.000000,1837.000000,505973
2008-01-25,1847.000000,1873.500000,1791.000000,1793.500000,1793.500000,519626
2008-01-28,1796.500000,1814.750000,1761.500000,1810.250000,1810.250000,399003
2008-01-29,1809.000000,1825.000000,1797.500000,1812.000000,1812.000000,329069
2008-01-30,1812.500000,1850.000000,1796.250000,1811.500000,1811.500000,531765
2008-01-31,1807.000000,1860.500000,1783.500000,1847.750000,1847.750000,580744
2008-02-01,1835.750000,1879.000000,1825.500000,1863.500000,1863.500000,431952
2008-02-04,1864.750000,1869.250000,1824.000000,1826.750000,1826.750000,283442
2008-02-05,1826.000000,1830.750000,1778.750000,1785.000000,1785.000000,470679
2008-02-06,1788.500000,1801.250000,1736.500000,1748.250000,1748.250000,432051
2008-02-07,1751.500000,1785.250000,1713.000000,1767.000000,1767.000000,668884
2008-02-08,1768.000000,1784.250000,1750.000000,1776.500000,1776.500000,411987
2008-02-11,1774.750000,1802.500000,1763.750000,1797.250000,1797.250000,360065
2008-02-12,1796.750000,1816.750000,1772.750000,1790.000000,1790.000000,411526
2008-02-13,1792.250000,1829.000000,1784.000000,1820.250000,1820.250000,392000
2008-02-14,1822.000000,1831.250000,1788.000000,1794.250000,1794.250000,424778
2008-02-15,1791.750000,1800.000000,1770.000000,1786.500000,1786.500000,250730
2008-02-19,1782.750000,1821.000000,1762.000000,1781.500000,1781.500000,370968
2008-02-20,1781.500000,1795.750000,1752.750000,1789.250000,1789.250000,421143
2008-02-21,1788.750000,1810.750000,1764.750000,1776.000000,1776.000000,371062
2008-02-22,1775.500000,1783.750000,1742.000000,1781.000000,1781.000000,380620
2008-02-25,1776.000000,1794.750000,1764.500000,1785.500000,1785.500000,383131
2008-02-26,1785.500000,1811.500000,1765.750000,1796.750000,1796.750000,437185
2008-02-27,1795.750000,1809.750000,1777.250000,1800.250000,1800.250000,364965
2008-02-28,1801.000000,1812.250000,1782.750000,1784.250000,1784.250000,357767
2008-02-29,1785.000000,1789.250000,1742.750000,1748.250000,1748.250000,437678
2008-03-03,1748.000000,1750.000000,1718.250000,1736.750000,1736.750000,414735
2008-03-04,1737.500000,1751.000000,1708.750000,1742.500000,1742.500000,525382
2008-03-05,1743.500000,1770.750000,1738.750000,1759.500000,1759.500000,442014
